# avTemp, avVisc, modeltime, Nu, step, surfVRMS, VRMS, yielding
5.168999058881271758e-01,1.710165497256845583e+03,9.903725135222096049e-03,7.834444132372555991e+00,9.400000000000000000e+02,2.803648144967084122e+01,7.990133978541507531e+01,3.074435306461946113e-02
5.175940034758534924e-01,1.668493446721416149e+03,1.007013310533044596e-02,7.691238280096256652e+00,9.500000000000000000e+02,2.676594841173132266e+01,7.924185093034810734e+01,3.059816347835226866e-02
5.183069665401930370e-01,1.627521956306868333e+03,1.023718612375563476e-02,7.552816096212633390e+00,9.600000000000000000e+02,2.552961879543621748e+01,7.862334143714168988e+01,3.050095477873957309e-02
5.190381176639314864e-01,1.587322099359164440e+03,1.040486613137765054e-02,7.418827475447431929e+00,9.700000000000000000e+02,2.431818422506838218e+01,7.804405408798525912e+01,3.034346181792426517e-02
5.197868335421984565e-01,1.547950387714162844e+03,1.057314548644684889e-02,7.288959351291850908e+00,9.800000000000000000e+02,2.312746931684753093e+01,7.750404422312007569e+01,3.020857547049355524e-02
5.205523012342762046e-01,1.509492015036367320e+03,1.074199275311749253e-02,7.162936828086198915e+00,9.900000000000000000e+02,2.195274052800810693e+01,7.700048563400090984e+01,3.005108237366458518e-02
5.213338538248036835e-01,1.472025024235944102e+03,1.091137373716207989e-02,7.040516219843912182e+00,1.000000000000000000e+03,2.079202935448534717e+01,7.653316290333219740e+01,2.983405865123440678e-02
5.213338538248036835e-01,1.472025024235944102e+03,1.091137373716207989e-02,7.040516219843912182e+00,1.000000000000000000e+03,2.079202935448534717e+01,7.653316290333219740e+01,2.983405865123440678e-02
5.221308680311392836e-01,1.435650999003608376e+03,1.108125218151967233e-02,6.921482369790089351e+00,1.010000000000000000e+03,1.964527578387401263e+01,7.610161685032680623e+01,2.970670761573450738e-02
5.229427609774464081e-01,1.400472938550403569e+03,1.125159242921306216e-02,6.805645670213491094e+00,1.020000000000000000e+03,1.851118559767795446e+01,7.570449553553787325e+01,2.934349385180843109e-02
5.237690363411721117e-01,1.366557167886594925e+03,1.142235971453636756e-02,6.692852552948720835e+00,1.030000000000000000e+03,1.739288977323470675e+01,7.534175040133281698e+01,2.898706231991573026e-02
5.246090987039909725e-01,1.334067445895990431e+03,1.159351984228737184e-02,6.582991580829860467e+00,1.040000000000000000e+03,1.629874478576003582e+01,7.501317313011037413e+01,2.857486791244701757e-02
5.254623693098681159e-01,1.302952600826817161e+03,1.176504299314194354e-02,6.475986758199391957e+00,1.050000000000000000e+03,1.523867436202998427e+01,7.471860518463294909e+01,2.801346911168386619e-02
5.263282962346782501e-01,1.273409329022166276e+03,1.193690124223843740e-02,6.371809550980228387e+00,1.060000000000000000e+03,1.421544811881268089e+01,7.445638986792570790e+01,2.751838302067538544e-02
5.272063526279988643e-01,1.245545118920190816e+03,1.210906893163635548e-02,6.270425204601385971e+00,1.070000000000000000e+03,1.323218085661929244e+01,7.422490967080344149e+01,2.678366647563434552e-02
5.280958933654362752e-01,1.219159682928552456e+03,1.228151864016404846e-02,6.171838278458364080e+00,1.080000000000000000e+03,1.229750928888583594e+01,7.402562827010190460e+01,2.577540904822557891e-02
5.289964240495690362e-01,1.194409894161447710e+03,1.245422732192646292e-02,6.076087990049292564e+00,1.090000000000000000e+03,1.141854713884277572e+01,7.385464729243982163e+01,2.541445592450431931e-02
5.299074820339571001e-01,1.171601357876203565e+03,1.262716899313565296e-02,5.983160660874858650e+00,1.100000000000000000e+03,1.058983671806048577e+01,7.371151784972875021e+01,2.497437938928656967e-02
5.308285173872162588e-01,1.150584986587397452e+03,1.280031243516014001e-02,5.893036771484329250e+00,1.110000000000000000e+03,9.826478142794094595e+00,7.359488220608034226e+01,2.390885112455634620e-02
5.317588826488680587e-01,1.131344599173992947e+03,1.297362593892987213e-02,5.805718529262078320e+00,1.120000000000000000e+03,9.130042019725204128e+00,7.350513497348406133e+01,2.318995838544255297e-02
5.326979212827406274e-01,1.114039382902641591e+03,1.314707690705609576e-02,5.721187065692996399e+00,1.130000000000000000e+03,8.492996041750284775e+00,7.344030495390474300e+01,2.227589430748442428e-02
