# avTemp, avVisc, modeltime, Nu, step, surfVRMS, VRMS, yielding
5.435965251915614305e-01,1.856354532184569280e+03,1.216007824366411964e-02,8.589833736851128165e+00,1.110000000000000000e+03,5.747769951471189387e+01,9.440377305363085725e+01,2.403390903091855504e-02
5.441571923687826828e-01,1.820091628760618278e+03,1.231304131111971012e-02,8.461222399081352208e+00,1.120000000000000000e+03,5.517127369062021103e+01,9.346056888249582073e+01,2.388771902768742697e-02
5.447354799888208809e-01,1.783692239085986557e+03,1.246667736733076369e-02,8.335392615854271270e+00,1.130000000000000000e+03,5.296394597044551489e+01,9.256950377062331370e+01,2.370234524921316019e-02
5.453307644122316056e-01,1.747180122126476817e+03,1.262095446001455616e-02,8.212278920215574374e+00,1.140000000000000000e+03,5.085068832019251062e+01,9.173223504098743319e+01,2.351471043207398887e-02
5.459424656531690623e-01,1.710926537912618869e+03,1.277584097451312656e-02,8.091847783521629367e+00,1.150000000000000000e+03,4.882530514218434803e+01,9.094408182639915594e+01,2.316958284691537570e-02
5.465701571344458998e-01,1.674879517944449617e+03,1.293130579032288931e-02,7.974056536446040511e+00,1.160000000000000000e+03,4.687686598609617761e+01,9.020454496376939346e+01,2.301585767323414272e-02
5.472133157922879354e-01,1.639262735357449174e+03,1.308731860821887166e-02,7.858791032411525102e+00,1.170000000000000000e+03,4.497851749090114737e+01,8.950869381423299842e+01,2.275286755388947202e-02
5.478715526327977425e-01,1.604172992318020761e+03,1.324385101319568853e-02,7.745929396394668487e+00,1.180000000000000000e+03,4.312778038081276577e+01,8.885610089698138836e+01,2.253885830544605229e-02
5.485443355108975405e-01,1.569654904542549730e+03,1.340087394976949980e-02,7.635374279405611198e+00,1.190000000000000000e+03,4.132719076291690641e+01,8.824607107936076034e+01,2.224271111421528141e-02
5.492311417433479726e-01,1.535760374259174796e+03,1.355835975128565941e-02,7.527032816617681199e+00,1.200000000000000000e+03,3.956660807393589607e+01,8.767617386401265378e+01,2.219372996721004701e-02
5.499315190328418756e-01,1.502572116139964464e+03,1.371628209142289161e-02,7.420785263144147770e+00,1.210000000000000000e+03,3.783325935616668545e+01,8.714329337782584162e+01,2.202794754049637940e-02
5.506450390992533306e-01,1.470195676245548611e+03,1.387461641794561149e-02,7.316506961026941092e+00,1.220000000000000000e+03,3.612507110416667899e+01,8.664756732894650781e+01,2.181393881272646398e-02
5.513713057250101413e-01,1.438681334556648153e+03,1.403333482512714864e-02,7.214104420625096381e+00,1.230000000000000000e+03,3.444374755652894748e+01,8.619086437919268917e+01,2.140174394819171350e-02
5.521099313630456473e-01,1.407916911236163287e+03,1.419241192321191863e-02,7.113492255546346676e+00,1.240000000000000000e+03,3.278350321654965427e+01,8.576672245984586596e+01,2.089384701705040634e-02
5.528605255613177061e-01,1.377968718494124232e+03,1.435182183042446255e-02,7.014579808695441621e+00,1.250000000000000000e+03,3.113905475729956507e+01,8.537738265934706305e+01,2.063010260601584253e-02
5.536227241933202592e-01,1.348925742711258408e+03,1.451153781922643639e-02,6.917269795162726886e+00,1.260000000000000000e+03,2.950581628616683361e+01,8.502175592498129220e+01,2.028798859273572841e-02
5.543961680616971144e-01,1.320748850142873380e+03,1.467153300821076589e-02,6.821482394489268408e+00,1.270000000000000000e+03,2.788659495985257664e+01,8.470077110499792639e+01,1.986750503648582536e-02
5.551805336371311572e-01,1.293559921443794110e+03,1.483177966850668210e-02,6.727162036179344717e+00,1.280000000000000000e+03,2.628713631698031605e+01,8.441417862045666709e+01,1.937920100559789582e-02
5.559754992265661944e-01,1.267277982054878748e+03,1.499225073244398083e-02,6.634278829259828036e+00,1.290000000000000000e+03,2.471576656553862605e+01,8.416167501973951914e+01,1.879368858439202719e-02
5.567806874060365896e-01,1.241890210258902698e+03,1.515292235327805707e-02,6.542825358960915771e+00,1.300000000000000000e+03,2.317685428915182300e+01,8.394371669307338379e+01,1.823831837671947495e-02
5.575958002533257796e-01,1.217423915204265541e+03,1.531376899013025053e-02,6.452795768553028388e+00,1.310000000000000000e+03,2.166743919380823513e+01,8.375886549967630401e+01,1.789620426501290287e-02
5.584205421940718894e-01,1.194047844747384943e+03,1.547476353348735054e-02,6.364193253566070574e+00,1.320000000000000000e+03,2.019854082461700528e+01,8.360679847447984514e+01,1.732953040132565251e-02
5.592546209551140235e-01,1.171692895029263127e+03,1.563588134779599070e-02,6.277059229478304303e+00,1.330000000000000000e+03,1.878340916506289560e+01,8.348861607665035933e+01,1.668674786777504804e-02
5.600977238578120909e-01,1.150407852821911774e+03,1.579709652218984697e-02,6.191463183527059044e+00,1.340000000000000000e+03,1.743494111937441815e+01,8.340234518424034604e+01,1.613514489281664063e-02
5.609494134049337610e-01,1.130296312421196717e+03,1.595838044820344082e-02,6.107484578212035942e+00,1.350000000000000000e+03,1.616161000687867144e+01,8.334750244739993263e+01,1.548934745056382289e-02
5.618092967747918554e-01,1.111127641665321335e+03,1.611970892746499365e-02,6.025213570580427280e+00,1.360000000000000000e+03,1.496722253570092498e+01,8.332308751431108362e+01,1.471921376429745701e-02
5.626770329641260782e-01,1.092732859061203271e+03,1.628105626722657281e-02,5.944725466775874878e+00,1.370000000000000000e+03,1.385375910104116848e+01,8.332805337740899176e+01,1.427989098679185477e-02
